formula,avg_1st_ionization_potential_(kJ/mol),avg_Allred-Rockow_electronegativity,avg_Atomic_Number,avg_Atomic_Radus,avg_Atomic_Weight,avg_Boiling_Point_(K),avg_Cohesive_energy,avg_Covalent_Radius,avg_Critical_Temperature,avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Melting_point_(K),avg_Mendele_Number,avg_Molar_Denstiy_(mol/ml),avg_Molar_Heat_Capacity(J/mol_K),avg_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,avg_Number_of_unfilled_p_valence_electrons,avg_Number_of_unfilled_s_valence_electrons,avg_Orbital_Radius(pm),avg_Pauling_Electronegativity,avg_Period,avg_Zunger_radii_sum,avg_abs_valence,avg_families,avg_gilmor_number_of_valence_electron,avg_group,avg_heat_atomization(kJ/mol),avg_heat_of_fusion_(kJ/mol)_,avg_heat_of_vaporization_(kJ/mol)_,avg_ionic_radius,avg_l_quantum_number,avg_metallic_valence,avg_number_of_valence_electrons,avg_outer_shell_electrons,avg_polarizability(A^3),avg_specific_heat_(J/g_K)_,avg_thermal_conductivity_(W/(m_K))_,avg_valence_d,avg_valence_f,avg_valence_p,avg_valence_s,sum_1st_ionization_potential_(kJ/mol),sum_Allred-Rockow_electronegativity,sum_Atomic_Number,sum_Atomic_Radus,sum_Atomic_Weight,sum_Boiling_Point_(K),sum_Cohesive_energy,sum_Covalent_Radius,sum_Critical_Temperature,sum_Density_(g/mL),sum_Gordy_electonegativity,sum_Melting_point_(K),sum_Mendele_Number,sum_Molar_Denstiy_(mol/ml),sum_Molar_Heat_Capacity(J/mol_K),sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_Number_of_unfilled_f_valence_electrons,sum_Number_of_unfilled_p_valence_electrons,sum_Number_of_unfilled_s_valence_electrons,sum_Orbital_Radius(pm),sum_Pauling_Electronegativity,sum_Period,sum_Zunger_radii_sum,sum_abs_valence,sum_families,sum_gilmor_number_of_valence_electron,sum_group,sum_heat_atomization(kJ/mol),sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_l_quantum_number,sum_metallic_valence,sum_number_of_valence_electrons,sum_outer_shell_electrons,sum_polarizability(A^3),sum_specific_heat_(J/g_K)_,sum_thermal_conductivity_(W/(m_K))_,sum_valence_d,sum_valence_f,sum_valence_p,sum_valence_s,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,range_Atomic_Number,range_Atomic_Radus,range_Atomic_Weight,range_Boiling_Point_(K),range_Cohesive_energy,range_Covalent_Radius,range_Critical_Temperature,range_Density_(g/mL),range_Gordy_electonegativity,range_Melting_point_(K),range_Mendele_Number,range_Molar_Denstiy_(mol/ml),range_Molar_Heat_Capacity(J/mol_K),range_Nagle_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_Number_of_unfilled_f_valence_electrons,range_Number_of_unfilled_p_valence_electrons,range_Number_of_unfilled_s_valence_electrons,range_Orbital_Radius(pm),range_Pauling_Electronegativity,range_Period,range_Zunger_radii_sum,range_abs_valence,range_families,range_gilmor_number_of_valence_electron,range_group,range_heat_atomization(kJ/mol),range_heat_of_fusion_(kJ/mol)_,range_heat_of_vaporization_(kJ/mol)_,range_ionic_radius,range_l_quantum_number,range_metallic_valence,range_number_of_valence_electrons,range_outer_shell_electrons,range_polarizability(A^3),range_specific_heat_(J/g_K)_,range_thermal_conductivity_(W/(m_K))_,range_valence_d,range_valence_f,range_valence_p,range_valence_s,target
AgBiSe2,829.0,2.185,49.5,1.285,118.6925925,1558.65,2.5125,1.3275,3903.5,7.4575,5.0497,689.9000000000001,82.25,0.066675,25.241911100000003,1.975,5.0,10.5,3.25,0.25,110.425,2.2625,4.75,1.73925,2.75,5.75,4.75,14.5,236.25,8.995000000000001,107.695,1.375,0.75,3.1100000000000003,7.0,4.5,5.725,0.25,109.4775,5.0,3.5,2.75,1.75,3316.0,8.74,198.0,5.140000000000001,474.77037,6234.6,10.05,5.3100000000000005,15614.0,29.83,20.1988,2759.6000000000004,329.0,0.2667,100.9676444,7.9,20.0,42.0,13.0,1.0,441.7000000000001,9.05,19.0,6.957,11.0,23.0,19.0,58.0,945.0,35.980000000000004,430.78,5.5,3.0,12.44,28.0,18.0,22.9,1.0,437.91,20.0,14.0,11.0,7.0,238.0,0.56,49.0,0.6199999999999999,130.02037,1527.0,0.77,0.3700000000000001,5723.0,5.71,1.9099999999999997,745.0000000000001,24.0,0.0533,0.2723556000000009,0.8600000000000001,10.0,14.0,4.0,1.0,37.7,0.6199999999999999,2.0,1.09,4.0,3.0,4.0,5.0,77.0,4.61,212.88,0.4500000000000002,1.0,3.4400000000000004,6.0,5.0,4.1000000000000005,0.2,428.48,10.0,14.0,4.0,1.0,0.2615999999999996
AgBr,935.5,2.28,41.0,1.295,93.885,1408.55,2.085,1.335,4032.0,6.8100000000000005,5.13,750.5500000000001,80.0,0.07,31.57,2.005,5.0,14.0,3.5,0.5,106.85,2.445,4.5,1.79,2.5,6.0,4.5,14.0,198.0,8.295,133.01000000000002,1.375,0.5,2.72,9.0,4.0,5.5,0.355,214.56,5.0,0.0,2.5,1.5,1871.0,4.5600000000000005,82.0,2.59,187.77,2817.1,4.17,2.67,8064.0,13.62,10.26,1501.1,160.0,0.14,63.14,4.01,10.0,28.0,7.0,1.0,213.7,4.89,9.0,3.58,5.0,12.0,9.0,28.0,396.0,16.59,266.02000000000004,2.75,1.0,5.44,18.0,8.0,11.0,0.71,429.12,10.0,0.0,5.0,3.0,409.0,0.8199999999999998,12.0,0.71,27.97,2153.2000000000003,1.7300000000000002,0.3900000000000001,6896.0,7.38,2.56,969.2,30.0,0.06,12.439999999999998,1.11,10.0,0.0,5.0,1.0,43.5,1.03,1.0,1.18,5.0,4.0,5.0,6.0,172.0,6.010000000000001,235.14,0.4500000000000002,1.0,5.44,4.0,6.0,4.800000000000001,0.2299999999999999,428.88,10.0,0.0,5.0,1.0,0.7303999999999999
AgCl,991.0,2.37,32.0,1.22,71.66,1361.85,2.175,1.26,3948.48,5.25,5.345,703.6500000000001,79.5,0.05,21.185,2.135,5.0,14.0,3.5,0.5,100.55,2.545,4.0,1.6949999999999998,2.5,6.0,4.5,14.0,202.5,7.265000000000001,130.39,1.3,0.5,2.72,9.0,4.0,5.050000000000001,0.36,214.505,5.0,0.0,2.5,1.5,1982.0,4.74,64.0,2.44,143.32,2723.7000000000003,4.35,2.52,7896.96,10.5,10.69,1407.3000000000002,159.0,0.1,42.370000000000005,4.27,10.0,28.0,7.0,1.0,201.1,5.09,8.0,3.3899999999999997,5.0,12.0,9.0,28.0,405.0,14.53,260.78000000000003,2.6,1.0,5.44,18.0,8.0,10.1,0.72,429.01,10.0,0.0,5.0,3.0,520.0,1.0,30.0,0.8599999999999999,72.42,2246.6,1.5500000000000005,0.54,7063.04,10.5,2.99,1063.0,29.0,0.1,8.330000000000002,1.37,10.0,0.0,5.0,1.0,56.099999999999994,1.2300000000000002,2.0,1.37,5.0,4.0,5.0,6.0,163.0,8.07,240.38,0.6000000000000001,1.0,5.44,4.0,6.0,5.7,0.24,428.99,10.0,0.0,5.0,1.0,0.9522000000000002
AgI,869.5,2.115,50.0,1.4,117.385,1471.15,2.03,1.4300000000000002,4149.5,7.715,4.89,810.9000000000001,80.5,0.07,26.255000000000003,1.86,0.0,14.0,3.5,0.5,116.5,2.295,5.0,1.985,2.5,6.0,4.5,14.0,195.5,9.56,135.66500000000002,1.5,0.5,2.72,9.0,4.0,6.45,0.2249999999999999,214.725,10.0,0.0,2.5,1.5,1739.0,4.23,100.0,2.8,234.77,2942.3,4.0600000000000005,2.8600000000000003,8299.0,15.43,9.78,1621.8000000000002,161.0,0.14,52.510000000000005,3.72,0.0,28.0,7.0,1.0,233.0,4.59,10.0,3.97,5.0,12.0,9.0,28.0,391.0,19.12,271.33000000000004,3.0,1.0,5.44,18.0,8.0,12.9,0.4499999999999999,429.45,20.0,0.0,5.0,3.0,277.0,0.4899999999999997,6.0,0.5,19.03,2028.0,1.84,0.1999999999999999,6661.0,5.57,2.0799999999999996,848.5000000000001,31.0,0.06,1.8099999999999987,0.8200000000000001,0.0,0.0,5.0,1.0,24.19999999999999,0.7300000000000002,0.0,0.7899999999999998,5.0,4.0,5.0,6.0,177.0,3.4800000000000004,229.83,0.2000000000000001,1.0,5.44,4.0,6.0,2.9000000000000004,0.03,428.55,0.0,0.0,5.0,1.0,1.3759
AgN3,1234.25,2.7699999999999996,17.0,0.8325,37.475,679.3000000000001,4.4275,0.945,1964.6425,2.625,6.1225000000000005,356.225,77.75,0.025,17.265,2.7024999999999997,7.5,14.0,3.75,0.25,71.225,2.7625,2.75,1.0,2.25,6.25,4.25,14.0,425.75,3.095,64.7375,0.8875000000000001,0.75,3.61,6.5,4.0,2.8000000000000003,0.8400000000000001,107.2725,2.5,0.0,2.25,1.75,4937.0,11.079999999999998,68.0,3.33,149.9,2717.2000000000003,17.71,3.78,7858.57,10.5,24.49,1424.9,311.0,0.1,69.06,10.81,30.0,56.0,15.0,1.0,284.9,11.05,11.0,4.0,9.0,25.0,17.0,56.0,1703.0,12.38,258.95,3.5500000000000003,3.0,14.44,26.0,16.0,11.2,3.3600000000000003,429.09,10.0,0.0,9.0,7.0,671.0,1.1999999999999995,40.0,1.09,93.86,2407.8,1.97,0.78,7353.81,10.5,3.03,1171.9,17.0,0.1,10.78,1.6700000000000002,10.0,0.0,3.0,1.0,76.5,1.11,3.0,1.84,3.0,3.0,3.0,4.0,189.0,10.94,247.79,0.95,1.0,2.4400000000000004,6.0,4.0,6.800000000000001,0.8,428.97,10.0,0.0,3.0,1.0,1.5714
AgP15,994.4375,2.22625,17.0,1.021875,35.77625,673.9,3.4000000000000004,1.089375,1399.375,2.3625,4.890625,374.61875,81.875,0.0624999999999999,23.94375,2.1718750000000004,9.375,14.0,3.1875,0.0625,94.19375,2.17375,3.125,1.31125,2.8125,6.8125,4.8125,14.75,313.0625,1.3250000000000002,27.033125,1.0375,0.9375,3.1525,5.375,4.75,3.86875,0.7368750000000001,27.0375,0.625,0.0,2.8125,1.9375,15911.0,35.62,272.0,16.349999999999998,572.42,10782.4,54.400000000000006,17.43,22390.0,37.8,78.25,5993.9,1310.0,1.0,383.1,34.75000000000001,150.0,224.0,51.0,1.0,1507.1,34.78,50.0,20.98,45.0,109.0,77.0,236.0,5009.0,21.200000000000003,432.53,16.6,15.0,50.44,86.0,76.0,61.9,11.79,432.6,10.0,0.0,45.0,31.0,281.0,0.3799999999999999,32.0,0.6699999999999999,76.9,1932.0,0.48,0.47,6486.0,8.68,1.11,917.9,18.0,0.04,1.5,0.7700000000000002,10.0,0.0,3.0,1.0,36.69999999999999,0.26,2.0,1.14,3.0,3.0,3.0,4.0,31.0,10.64,238.45,0.6000000000000001,1.0,2.4400000000000004,6.0,4.0,4.300000000000001,0.53,428.76,10.0,0.0,3.0,1.0,1.2132000000000005
AgPd(IO3)3,1170.357142857143,3.0735714285714284,23.142857142857142,0.7935714285714286,52.785,577.2214285714285,2.4107142857142856,0.9571428571428572,1316.3014285714285,2.6635714285714283,7.197142857142857,336.7857142857142,85.57142857142857,0.0235714285714285,18.917857142857144,3.0321428571428575,6.428571428571429,14.0,2.357142857142857,0.2142857142857142,64.53571428571428,3.076428571428572,3.071428571428571,0.9878571428571428,3.6428571428571432,6.785714285714286,5.714285714285715,15.428571428571429,230.28571428571428,3.8814285714285712,50.037142857142854,0.8999999999999999,1.0,0.8014285714285714,6.857142857142858,5.428571428571429,2.486428571428571,0.6707142857142858,35.887142857142855,3.571428571428571,0.0,3.6428571428571432,1.7857142857142858,16385.0,43.03,324.0,11.11,738.99,8081.1,33.75,13.4,18428.22,37.29,100.76,4715.0,1198.0,0.33,264.85,42.45,90.0,196.0,33.0,3.0,903.5,43.07,43.0,13.830000000000002,51.0,95.0,80.0,216.0,3224.0,54.34,700.5200000000001,12.599999999999998,14.0,11.22,96.0,76.0,34.81,9.39,502.42,50.0,0.0,51.0,25.0,583.0,2.0199999999999996,45.0,1.21,110.9,3323.0,2.78,0.8,7325.42,12.0,4.579999999999999,1772.4,34.0,0.11,12.44,2.17,10.0,0.0,5.0,2.0,83.6,1.51,3.0,1.98,5.0,4.0,5.0,7.0,271.0,17.380000000000003,353.59,1.0,2.0,5.78,5.0,7.0,7.11,0.7100000000000001,428.97,10.0,0.0,5.0,2.0,1.4039000000000006
AgSbS2,891.25,2.2575,32.5,1.185,73.4425,1536.0,2.85,1.2375,3794.5,5.3325000000000005,5.137499999999999,727.8000000000001,81.5,0.0675,24.115,2.0775,5.0,14.0,3.25,0.25,102.475,2.285,4.0,1.5875,2.75,6.0,4.75,14.5,276.0,8.6525,86.83000000000001,1.2625,0.75,3.1100000000000003,7.0,3.75,5.075,0.4674999999999999,113.46,5.0,0.0,2.75,1.75,3565.0,9.03,130.0,4.74,293.77,6144.0,11.4,4.95,15178.0,21.33,20.549999999999997,2911.2000000000003,326.0,0.27,96.46,8.31,20.0,56.0,13.0,1.0,409.9,9.14,16.0,6.3500000000000005,11.0,24.0,19.0,58.0,1104.0,34.61,347.32000000000005,5.05,3.0,12.44,28.0,15.0,20.3,1.87,453.84,20.0,0.0,11.0,7.0,269.0,0.7199999999999998,35.0,0.7699999999999999,89.69,1767.3000000000002,0.2000000000000001,0.51,6166.0,8.43,1.9999999999999996,849.2,23.0,0.05,2.8000000000000007,1.0400000000000005,10.0,0.0,4.0,1.0,47.599999999999994,0.6500000000000001,2.0,1.2799999999999998,4.0,3.0,4.0,5.0,22.0,18.15,240.78,0.6000000000000001,1.0,3.4400000000000004,6.0,5.0,5.0,0.5,428.73,10.0,0.0,4.0,1.0,1.3716000000000002
AgTe,800.0,2.015,49.5,1.44,117.735,1874.05,2.5700000000000003,1.44,4904.5,8.370000000000001,4.6450000000000005,978.9,77.5,0.075,25.435,1.765,0.0,14.0,4.0,0.5,119.85,2.015,5.0,2.025,2.0,5.0,4.0,13.5,240.5,14.395,151.565,1.5,0.5,3.72,8.5,1.5,6.7,0.22,215.675,10.0,0.0,2.0,1.5,1600.0,4.03,99.0,2.88,235.47,3748.1,5.140000000000001,2.88,9809.0,16.740000000000002,9.29,1957.8,155.0,0.15,50.870000000000005,3.53,0.0,28.0,8.0,1.0,239.7,4.03,10.0,4.05,4.0,10.0,8.0,27.0,481.0,28.79,303.13,3.0,1.0,7.44,17.0,3.0,13.4,0.44,431.35,20.0,0.0,4.0,3.0,138.0,0.29,5.0,0.4199999999999999,19.72999999999999,1222.2,0.7600000000000002,0.1799999999999999,5151.0,4.26,1.5900000000000003,512.5000000000001,25.0,0.05,0.1699999999999981,0.6300000000000001,0.0,0.0,4.0,1.0,17.5,0.1700000000000001,0.0,0.71,4.0,2.0,4.0,5.0,87.0,6.189999999999998,198.03000000000003,0.2000000000000001,1.0,3.4400000000000004,5.0,1.0,2.4000000000000004,0.0399999999999999,426.65,0.0,0.0,4.0,1.0,0.2411000000000003
Al2S3,831.2,2.198,14.8,1.0,30.034,1526.7700000000002,3.066,1.084,4208.4,2.322,4.918,604.8299999999999,82.0,0.076,23.374,2.114,10.0,14.0,3.2,0.0,101.08,2.192,3.0,1.332,2.8,6.2,4.8,14.8,297.8,5.348,123.24,1.1,1.0,2.4000000000000004,4.8,4.8,5.0600000000000005,0.786,94.96200000000002,0.0,0.0,2.8,2.0,4156.0,10.99,74.0,5.0,150.17000000000002,7633.85,15.330000000000002,5.42,21042.0,11.61,24.589999999999996,3024.1499999999996,410.0,0.38,116.87,10.57,50.0,70.0,16.0,0.0,505.4,10.96,15.0,6.66,14.0,31.0,24.0,74.0,1489.0,26.74,616.1999999999999,5.5,5.0,12.0,24.0,24.0,25.3,3.93,474.81,0.0,0.0,14.0,10.0,422.0,0.9799999999999998,3.0,0.2999999999999999,5.09,2022.3,0.54,0.1599999999999999,7236.0,0.6300000000000003,2.3299999999999996,547.2,15.0,0.04,1.5100000000000016,0.9400000000000002,0.0,0.0,3.0,0.0,50.19999999999999,0.97,0.0,0.5799999999999998,3.0,2.0,3.0,3.0,47.0,9.07,283.59999999999997,0.25,0.0,1.0,3.0,3.0,5.4,0.19,236.73,0.0,0.0,3.0,0.0,3.0435000000000003
Al2Se3,795.8000000000001,2.1020000000000003,25.6,1.09,58.168,1670.9500000000005,2.832,1.168,4474.2,3.954,4.864,667.3499999999999,82.6,0.076,24.874,2.006,10.0,14.0,3.2,0.0,107.56,2.174,3.6,1.4460000000000002,2.8,6.2,4.8,14.8,266.6,8.33,139.98,1.19,1.0,2.4000000000000004,4.8,4.8,5.6,0.552,95.112,0.0,0.0,2.8,2.0,3979.0,10.510000000000002,128.0,5.449999999999999,290.84,8354.75,14.16,5.84,22371.0,19.770000000000003,24.32,3336.75,413.0,0.38,124.37,10.03,50.0,70.0,16.0,0.0,537.8,10.87,18.0,7.23,14.0,31.0,24.0,74.0,1333.0,41.65,699.9,5.949999999999999,5.0,12.0,24.0,24.0,28.0,2.76,475.56,0.0,0.0,14.0,10.0,363.0,0.8200000000000001,21.0,0.1499999999999999,51.97999999999999,1782.0,0.9300000000000002,0.02,6793.0,2.09,2.24,443.0,16.0,0.04,0.9899999999999984,0.76,0.0,0.0,3.0,0.0,39.39999999999999,0.9399999999999996,1.0,0.3899999999999999,3.0,2.0,3.0,3.0,99.0,4.099999999999999,255.7,0.1,0.0,1.0,3.0,3.0,4.500000000000001,0.5800000000000001,236.48,0.0,0.0,3.0,0.0,1.8004000000000002
Al2Te3,752.6,1.94,36.4,1.21,87.35199999999999,1853.83,2.67,1.282,4817.4,4.824,4.672000000000001,806.8499999999999,83.2,0.07,25.024,1.868,4.0,14.0,3.2,0.0,119.14,1.904,4.2,1.674,2.8,5.6,4.8,14.8,248.6,14.81,148.89,1.34,1.0,2.4000000000000004,4.8,2.4000000000000004,6.62,0.48,96.21,6.0,0.0,2.8,2.0,3763.0,9.7,182.0,6.05,436.75999999999993,9269.15,13.35,6.41,24087.0,24.119999999999997,23.36,4034.25,416.0,0.35,125.12,9.34,20.0,70.0,16.0,0.0,595.6999999999999,9.52,21.0,8.37,14.0,28.0,24.0,74.0,1243.0,74.05,744.4499999999999,6.699999999999999,5.0,12.0,24.0,12.0,33.1,2.4000000000000004,481.05,30.0,0.0,14.0,10.0,291.0,0.55,39.0,0.05,100.62,1477.2,1.2000000000000002,0.1700000000000001,6221.0,3.54,1.9200000000000004,210.5,17.0,0.05,1.2399999999999984,0.53,10.0,0.0,3.0,0.0,20.09999999999999,0.49,2.0,0.01,3.0,1.0,3.0,3.0,129.0,6.699999999999999,240.84999999999997,0.1499999999999999,0.0,1.0,3.0,1.0,2.8000000000000007,0.7,234.65,10.0,0.0,3.0,0.0,1.7992000000000004
AlAgO2,984.25,2.675,19.0,0.9475,41.7125,1351.4,2.895,1.0425,4084.79,3.3,6.0275,569.45,78.0,0.05,19.7675,2.56,7.5,14.0,3.75,0.25,87.44999999999999,2.605,3.0,1.25,2.25,5.75,4.25,14.0,277.0,5.6325,137.70000000000002,1.0125,0.75,2.1100000000000003,6.5,4.0,4.445,0.7450000000000001,166.515,2.5,0.0,2.25,1.75,3937.0,10.7,76.0,3.79,166.85,5405.6,11.58,4.17,16339.16,13.2,24.11,2277.8,312.0,0.2,79.07000000000001,10.24,30.0,56.0,15.0,1.0,349.79999999999995,10.42,12.0,5.0,9.0,23.0,17.0,56.0,1108.0,22.53,550.8000000000001,4.05,3.0,8.440000000000001,26.0,16.0,17.78,2.9800000000000004,666.06,10.0,0.0,9.0,7.0,736.0,2.0,39.0,1.17,91.87,2650.0,0.77,0.8,8395.42,10.5,4.85,1180.4,22.0,0.1,10.63,2.17,10.0,0.0,4.0,1.0,86.19999999999999,1.83,3.0,1.91,4.0,3.0,4.0,5.0,77.0,11.08,289.98999999999995,1.0,1.0,5.44,8.0,5.0,7.510000000000001,0.68,428.97,10.0,0.0,4.0,1.0,1.4090999999999996
AlAgS2,827.25,2.165,23.0,1.1475,49.7475,1665.25,3.01,1.1875,4664.5,4.335,4.7675,735.0500000000001,78.5,0.08,23.7925,1.995,7.5,14.0,3.75,0.25,105.45,2.175,3.5,1.565,2.25,5.75,4.25,14.0,292.0,6.3825,140.895,1.2125,0.75,3.1100000000000003,6.5,4.0,5.500000000000001,0.64,166.635,2.5,0.0,2.25,1.75,3309.0,8.66,92.0,4.59,198.99,6661.0,12.04,4.75,18658.0,17.34,19.07,2940.2000000000003,314.0,0.32,95.17,7.98,30.0,56.0,15.0,1.0,421.7999999999999,8.7,14.0,6.26,9.0,23.0,17.0,56.0,1168.0,25.53,563.58,4.85,3.0,12.44,26.0,16.0,22.000000000000004,2.56,666.54,10.0,0.0,9.0,7.0,422.0,0.9799999999999998,34.0,0.7699999999999999,80.89,2022.3,0.54,0.51,7236.0,8.43,2.3299999999999996,849.2,23.0,0.04,2.580000000000002,1.0400000000000005,10.0,0.0,4.0,1.0,50.19999999999999,0.97,2.0,1.2799999999999998,4.0,3.0,4.0,5.0,47.0,9.58,283.59999999999997,0.6000000000000001,1.0,3.4400000000000004,8.0,5.0,5.4,0.66,428.73,10.0,0.0,4.0,1.0,1.8992
AlAgSe2,797.75,2.085,32.0,1.2225,73.1925,1785.4,2.815,1.2574999999999998,4886.0,5.695,4.7225,787.1500000000001,79.0,0.08,25.0425,1.905,7.5,14.0,3.75,0.25,110.85,2.16,4.0,1.66,2.25,5.75,4.25,14.0,266.0,8.8675,154.845,1.2875,0.75,3.1100000000000003,6.5,4.0,5.950000000000001,0.445,166.76,2.5,0.0,2.25,1.75,3191.0,8.34,128.0,4.890000000000001,292.77,7141.6,11.26,5.029999999999999,19544.0,22.78,18.89,3148.6000000000004,316.0,0.32,100.17,7.62,30.0,56.0,15.0,1.0,443.4,8.64,16.0,6.64,9.0,23.0,17.0,56.0,1064.0,35.47,619.38,5.15,3.0,12.44,26.0,16.0,23.800000000000004,1.7800000000000002,667.04,10.0,0.0,9.0,7.0,363.0,0.8200000000000001,34.0,0.6199999999999999,80.89,1782.0,0.9300000000000002,0.3700000000000001,6793.0,7.8,2.24,745.0000000000001,24.0,0.04,1.0700000000000005,0.8600000000000001,10.0,0.0,4.0,1.0,39.39999999999999,0.9399999999999996,2.0,1.09,4.0,3.0,4.0,5.0,99.0,4.61,255.7,0.4500000000000002,1.0,3.4400000000000004,8.0,5.0,4.500000000000001,0.66,428.48,10.0,0.0,4.0,1.0,1.1351999999999998
AlAgTe2,761.75,1.95,41.0,1.3225,97.5125,1937.8,2.6799999999999997,1.3525,5172.0,6.42,4.5625,903.4,79.5,0.075,25.1675,1.79,2.5,14.0,3.75,0.25,120.5,1.935,4.5,1.85,2.25,5.25,4.25,14.0,251.0,14.267499999999998,162.27,1.4125,0.75,3.1100000000000003,6.5,2.0,6.800000000000001,0.385,167.675,7.5,0.0,2.25,1.75,3047.0,7.800000000000001,164.0,5.29,390.0499999999999,7751.200000000001,10.72,5.41,20688.0,25.68,18.25,3613.6,318.0,0.3,100.67,7.16,10.0,56.0,15.0,1.0,481.99999999999994,7.74,18.0,7.4,9.0,21.0,17.0,56.0,1004.0,57.06999999999999,649.08,5.65,3.0,12.44,26.0,8.0,27.200000000000003,1.54,670.7,30.0,0.0,9.0,7.0,291.0,0.55,39.0,0.47,100.62,1477.2,1.2000000000000002,0.3500000000000001,6221.0,7.8,1.9200000000000004,512.5000000000001,25.0,0.05,1.2399999999999984,0.6300000000000001,10.0,0.0,4.0,1.0,20.09999999999999,0.49,2.0,0.71,4.0,2.0,4.0,5.0,129.0,6.699999999999999,240.84999999999997,0.3500000000000001,1.0,3.4400000000000004,8.0,2.0,2.8000000000000007,0.7,426.65,10.0,0.0,4.0,1.0,1.0469000000000004
AlCuS2,830.75,2.16,18.5,1.0975,38.6675,1754.0,3.1450000000000005,1.15,4149.75,3.95,4.72,765.3000000000001,78.25,0.09,23.4925,2.01,7.5,14.0,3.75,0.25,103.075,2.1675,3.25,1.48,2.25,5.75,4.25,14.0,305.5,6.82,153.32500000000002,1.15,1.25,3.1100000000000003,6.5,4.0,5.2,0.675,159.635,2.5,0.0,2.25,1.75,3323.0,8.64,74.0,4.39,154.67000000000002,7016.0,12.580000000000002,4.6,16599.0,15.8,18.88,3061.2000000000003,313.0,0.36,93.97,8.040000000000001,30.0,56.0,15.0,1.0,412.2999999999999,8.67,13.0,5.92,9.0,23.0,17.0,56.0,1222.0,27.28,613.3000000000001,4.6,5.0,12.44,26.0,16.0,20.8,2.7,638.54,10.0,0.0,9.0,7.0,422.0,0.9799999999999998,16.0,0.57,36.56999999999999,2122.3,0.6400000000000001,0.3599999999999999,7236.0,6.890000000000001,2.3299999999999996,970.2,24.0,0.08,1.5100000000000016,0.9800000000000002,10.0,0.0,4.0,1.0,50.19999999999999,0.97,1.0,0.94,4.0,3.0,4.0,5.0,59.0,11.33,290.5,0.3500000000000001,1.0,3.4400000000000004,8.0,5.0,5.4,0.52,400.73,10.0,0.0,4.0,1.0,1.6756000000000002
AlCuSe2,801.25,2.08,27.5,1.1725,62.1125,1874.15,2.95,1.2199999999999998,4371.25,5.3100000000000005,4.675,817.4000000000001,78.75,0.09,24.7425,1.92,7.5,14.0,3.75,0.25,108.475,2.1525,3.75,1.575,2.25,5.75,4.25,14.0,279.5,9.305,167.275,1.225,1.25,3.1100000000000003,6.5,4.0,5.65,0.48,159.76,2.5,0.0,2.25,1.75,3205.0,8.32,110.0,4.6899999999999995,248.45,7496.6,11.8,4.879999999999999,17485.0,21.24,18.7,3269.6000000000004,315.0,0.36,98.97,7.68,30.0,56.0,15.0,1.0,433.9,8.61,15.0,6.3,9.0,23.0,17.0,56.0,1118.0,37.22,669.1,4.9,5.0,12.44,26.0,16.0,22.6,1.92,639.04,10.0,0.0,9.0,7.0,363.0,0.8200000000000001,21.0,0.4199999999999999,51.97999999999999,1882.0,1.0300000000000002,0.2199999999999999,6793.0,6.260000000000001,2.24,866.0000000000001,25.0,0.08,1.120000000000001,0.8,10.0,0.0,4.0,1.0,39.39999999999999,0.9399999999999996,1.0,0.75,4.0,3.0,4.0,5.0,111.0,6.36,262.6,0.2000000000000001,1.0,3.4400000000000004,8.0,5.0,4.500000000000001,0.5800000000000001,400.48,10.0,0.0,4.0,1.0,0.8921999999999999
AlCuTe2,765.25,1.945,36.5,1.2725,86.4325,2026.55,2.8150000000000004,1.315,4657.25,6.035,4.515000000000001,933.65,79.25,0.085,24.8675,1.805,2.5,14.0,3.75,0.25,118.125,1.9275,4.25,1.765,2.25,5.25,4.25,14.0,264.5,14.704999999999998,174.70000000000002,1.35,1.25,3.1100000000000003,6.5,2.0,6.5,0.42,160.675,7.5,0.0,2.25,1.75,3061.0,7.78,146.0,5.09,345.73,8106.200000000001,11.260000000000002,5.26,18629.0,24.14,18.06,3734.6,317.0,0.34,99.47,7.220000000000001,10.0,56.0,15.0,1.0,472.5,7.71,17.0,7.06,9.0,21.0,17.0,56.0,1058.0,58.81999999999999,698.8000000000001,5.4,5.0,12.44,26.0,8.0,26.0,1.6800000000000002,642.7,30.0,0.0,9.0,7.0,291.0,0.55,39.0,0.27,100.62,1577.2,1.3000000000000005,0.1999999999999999,6221.0,6.260000000000001,1.9200000000000004,633.5000000000001,26.0,0.09,1.370000000000001,0.5700000000000001,10.0,0.0,4.0,1.0,20.09999999999999,0.49,2.0,0.3700000000000001,4.0,2.0,4.0,5.0,141.0,6.699999999999999,247.75,0.1499999999999999,1.0,3.4400000000000004,8.0,2.0,2.8000000000000007,0.7,398.65,10.0,0.0,4.0,1.0,1.0186000000000002
